SECTOR,YEAR,MONTH,CEREALS_AND_PRODUCTS,MEAT_AND_FISH,EGG,MILK_AND_PRODUCTS,OILS_AND_FATS,FRUITS,VEGETABLES,PULSES_AND_PRODUCTS,SUGAR_AND_CONFECTIONERY,SPICES,NON-ALCOHOLIC_BEVERAGES,PREPARED_MEALS__SNACKS__SWEETS_ETC.,FOOD_AND_BEVERAGES,PAN__TOBACCO_AND_INTOXICANTS,CLOTHING,FOOTWEAR,CLOTHING_AND_FOOTWEAR,HOUSING,FUEL_AND_LIGHT,HOUSEHOLD_GOODS_AND_SERVICES,HEALTH,TRANSPORT_AND_COMMUNICATION,RECREATION_AND_AMUSEMENT,EDUCATION,PERSONAL_CARE_AND_EFFECTS,MISCELLANEOUS,GENERAL_INDEX
Rural,2015,November,126.1,130.6,121.7,129.5,117.8,132.1,155.2,160.8,94.5,128.3,123.1,134.2,132.4,132.2,132.1,128.2,131.5,NA,125.6,125.6,122.6,114,120.9,125.8,114.2,119.6,128.3
Rural,2015,December,126.3,131.3,123.3,129.8,118.3,131.6,145.5,162.1,95.4,128.9,123.3,135.1,131.4,133.1,132.5,128.5,131.9,NA,125.7,126,123.1,114,121.6,125.6,114.1,119.8,127.9
Rural,2016,January,126.8,133.2,126.5,130.3,118.9,131.6,140.1,163.8,97.7,129.6,124.3,135.9,131.4,133.6,133.2,128.9,132.6,NA,126.2,126.6,123.7,113.6,121.4,126.2,114.9,120.1,128.1
Rural,2016,February,127.1,133.7,127.7,130.7,118.5,130.4,130.9,162.8,98.7,130.6,124.8,136.4,130.3,134.4,133.9,129.8,133.4,NA,127.5,127.1,124.3,113.9,122.3,127.1,116.8,120.9,127.9
Rural,2016,March,127.3,134.4,125.1,130.5,118.3,131.7,130.7,161.2,100.4,130.8,124.9,137,130.4,135,134.4,130.2,133.8,NA,127,127.7,124.8,113.6,122.5,127.5,117.4,121.1,128
Rural,2016,April,127.4,135.4,123.4,131.3,118.2,138.1,134.1,162.7,105,131.4,125.4,137.4,131.8,135.5,135,130.6,134.4,NA,127,128,125.2,114.4,123.2,127.9,118.4,121.7,129
Rural,2016,May,127.6,137.5,124.4,132.4,118.2,138.1,141.8,166,107.5,132.2,126.1,138.3,133.6,136,135.4,131.1,134.8,NA,127.4,128.5,125.8,115.1,123.6,129.1,119.7,122.5,130.3
Rural,2016,June,128.6,138.6,126.6,133.6,118.6,137.4,152.5,169.2,108.8,133.1,126.4,139.2,136,137.2,136.3,131.6,135.6,NA,128,129.3,126.2,116.3,124.1,130.2,119.9,123.3,131.9
Rural,2016,July,129.3,139.5,129.6,134.5,119.5,138.5,158.2,171.8,110.3,134.3,127.3,139.9,137.6,138,137.2,132.2,136.5,NA,128.2,130,126.7,116.4,125.2,130.8,120.9,123.8,133
Rural,2016,August,130.1,138.8,130.3,135.3,119.9,140.2,156.9,172.2,112.1,134.9,128.1,140.7,138,138.9,137.8,133,137.1,NA,129.1,130.6,127,116,125.5,131.9,122,124.2,133.5
Rural,2016,September,130.8,138.2,130.5,135.5,120.2,139.2,149.5,170.4,113.1,135.8,128.8,141.5,137.2,139.9,138.5,133.5,137.8,NA,129.7,131.1,127.8,117,125.7,132.2,122.8,124.9,133.4
Rural,2016,October,131.3,137.6,130.1,136,120.8,138.4,149.2,170.2,113.4,136.3,128.7,142.4,137.4,140.9,139.6,134.3,138.8,NA,129.8,131.8,128.7,117.8,126.5,133,123,125.7,133.8
Rural,2016,November,132,137.4,130.6,136.2,121.1,136.9,141.8,170,113.4,136.8,128.7,143.1,136.6,141.2,139.9,134.5,139.2,NA,130.3,132.1,129.1,118.2,126.9,133.7,123.5,126.1,133.6
Rural,2016,December,132.6,137.3,131.6,136.3,121.6,135.6,127.5,167.9,113.8,137.5,129.1,143.6,134.7,142.4,140.4,135.2,139.7,NA,132,132.9,129.7,118.6,127.3,134.2,121.9,126.3,132.8
Rural,2017,January,133.1,137.8,131.9,136.7,122,136,119.8,161.7,114.8,136.9,129,143.9,133.7,143.1,140.7,135.8,140,NA,132.1,133.2,129.9,119.1,127,134.6,122.3,126.6,132.4
Rural,2017,February,133.3,138.3,129.3,137.2,122.1,138.7,119.1,156.9,116.2,136,129.4,144.4,133.6,143.7,140.9,135.8,140.2,NA,133.2,133.6,130.1,119.5,127.7,134.9,123.2,127,132.6
Rural,2017,March,133.6,138.8,128.8,137.2,121.6,139.7,119.7,148,116.9,135.6,129.8,145.4,133.4,144.2,141.6,136.2,140.8,NA,134.2,134.1,130.6,119.8,128.3,135.2,123.3,127.4,132.8
Rural,2017,April,133.2,138.7,127.1,137.7,121.3,141.8,121.5,144.5,117.4,134.1,130,145.5,133.5,144.4,142.4,136.8,141.6,NA,135,134.3,131,119.2,128.3,135.7,123.7,127.5,132.9
Rural,2017,May,133.1,140.3,126.8,138.2,120.8,140.2,123.8,141.8,118.6,134,130.3,145.8,133.8,145.5,142.5,137.3,141.8,NA,135,134.9,131.4,119.4,129.4,136.3,123.7,127.9,133.3
Rural,2017,June,133.5,143.7,128,138.6,120.9,140.9,128.8,140.2,118.9,133.5,130.4,146.5,134.9,145.8,143.1,137.7,142.3,NA,134.8,135.2,131.3,119.4,129.8,136.9,124.1,128.1,133.9
Rural,2017,July,134,144.2,129.8,139,120.9,143.9,151.5,138.1,120,133.9,131.4,147.7,138.5,147.4,144.3,138.1,143.5,NA,135.3,136.1,132.1,119.1,130.6,138.6,124.4,128.6,136.2
Rural,2017,August,134.8,143.1,130,139.4,120.5,148,162.9,137.4,120.8,134.7,131.6,148.7,140.6,149,145.3,139.2,144.5,NA,136.4,137.3,133,120.3,131.5,140.2,125.4,129.7,137.8
Rural,2017,September,135.2,142,130.5,140.2,120.7,147.8,154.5,137.1,121,134.7,131.7,149.3,139.6,149.8,146.1,139.7,145.2,NA,137.4,137.9,133.4,121.2,132.3,139.6,126.7,130.3,137.6
Rural,2017,October,135.9,141.9,131,141.5,121.4,146.7,157.1,136.4,121.4,135.6,131.3,150.3,140.4,150.5,147.2,140.6,146.2,NA,138.1,138.4,134.2,121,133,140.1,127.4,130.7,138.3
Rural,2017,November,136.3,142.5,140.5,141.5,121.6,147.3,168,135.8,122.5,136,131.9,151.4,142.4,152.1,148.2,141.5,147.3,NA,141.1,139.4,135.8,121.6,133.7,141.5,128.1,131.7,140
Rural,2017,December,136.4,143.7,144.8,141.9,123.1,147.2,161,133.8,121.9,135.8,131.1,151.4,141.5,153.2,148,141.9,147.2,NA,142.6,139.5,136.1,122,133.4,141.1,127.8,131.9,139.8
Rural,2018,January,136.6,144.4,143.8,142,123.2,147.9,152.1,131.8,119.5,136,131.2,151.8,140.4,153.6,148.3,142.3,147.5,NA,142.3,139.8,136,122.7,134.3,141.6,128.6,132.3,139.3
Rural,2018,February,136.4,143.7,140.6,141.5,122.9,149.4,142.4,130.2,117.9,135.6,130.5,151.7,138.7,153.3,148.7,142.4,147.8,NA,142.4,139.9,136.2,123.3,134.3,141.5,128.8,132.5,138.5
Rural,2018,March,136.8,143.8,140,142,123.2,152.9,138,129.3,117.1,136.3,131.2,152.8,138.6,155.1,149.2,143,148.3,NA,142.6,139.9,136.7,124.6,135.1,142.7,129.3,133.3,138.7
Rural,2018,April,137.1,144.5,135.9,142.4,123.5,156.4,135.1,128.4,115.2,137.2,131.9,153.8,138.6,156.1,150.1,143.3,149.1,NA,143.8,140.9,137.6,125.3,136,143.7,130.4,134.2,139.1
Rural,2018,May,137.4,145.7,135.5,142.9,123.6,157.5,137.8,127.2,111.8,137.4,132.2,154.3,139.1,157,150.8,144.1,149.8,NA,144.3,141.8,138.4,126.4,136.8,144.4,131.2,135.1,139.8
Rural,2018,June,137.6,148.1,136.7,143.2,124,154.1,143.5,126,112.4,137.6,132.8,154.3,140,157.3,151.3,144.7,150.3,NA,145.1,142.2,138.4,127.4,137.8,145.1,131.4,135.6,140.5
Rural,2018,July,138.4,149.3,139.3,143.4,124.1,153.3,154.2,126.4,114.3,138.2,132.8,154.8,142,156.1,151.5,145.1,150.6,NA,146.8,143.1,139,127.5,138.4,145.8,131.4,136,141.8
Rural,2018,August,139.2,148.8,139.1,143.5,125,154.4,156.3,126.8,115.4,138.6,133.8,155.2,142.7,156.4,152.1,145.8,151.3,NA,147.7,143.8,139.4,128.3,138.6,146.9,131.3,136.6,142.5
Rural,2018,September,139.4,147.2,136.6,143.7,124.6,150.1,149.4,125.4,114.4,138.7,133.1,155.9,141.3,157.7,152.1,146.1,151.3,NA,149,144,140,129.9,140,147.6,132,137.4,142.1
Rural,2018,October,139.3,147.6,134.6,141.9,123.5,144.5,147.6,121.4,112.3,139.5,134.6,155.2,140.2,159.6,150.7,144.5,149.8,NA,149.7,147.5,144.8,130.8,140.1,148,134.4,139.8,142.2
Rural,2018,November,137.1,150.8,136.7,141.9,122.8,143.9,147.5,121,111.6,140.6,137.5,156.1,140,161.9,151.7,145.5,150.8,NA,150.3,148,145.4,130.3,143.1,150.2,133.1,140.1,142.4
Rural,2018,December,137.1,151.9,137.4,142.4,124.2,140.2,136.6,120.9,109.9,140.2,137.8,156,138.5,162.4,151.6,145.9,150.8,NA,149,149.5,149.6,128.9,143.3,155.1,133.2,141.6,141.9
Rural,2019,January,136.6,152.5,138.2,142.4,123.9,135.5,131.7,121.3,108.4,138.9,137,155.8,137.4,162.7,150.6,145.1,149.9,NA,146.2,150.1,149.6,128.6,142.9,155.2,133.5,141.7,141
Rural,2019,February,136.8,153,139.1,142.5,124.1,135.8,128.7,121.5,108.3,139.2,137.4,156.2,137.2,162.8,150.5,146.1,149.9,NA,145.3,150.1,149.9,129.2,143.4,155.5,134.9,142.2,141
Rural,2019,March,136.9,154.1,138.7,142.5,124.1,136.1,128.2,122.3,108.3,138.9,137.4,156.4,137.3,162.9,150.8,146.1,150.1,NA,146.4,150,150.4,129.9,143.8,155.5,134,142.4,141.2
Rural,2019,May,137.4,159.5,134.5,142.6,124,143.7,133.4,125.1,109.3,139.3,137.7,156.4,139.2,163.3,151.3,146.6,150.7,NA,146.9,149.5,151.3,130.2,145.9,156.7,133.9,142.9,142.4
Rural,2019,June,137.8,163.5,136.2,143.2,124.3,143.3,140.6,128.7,110.6,140.4,138,156.6,141,164.2,151.4,146.5,150.7,NA,147.8,149.6,151.7,130.2,146.4,157.7,134.8,143.3,143.6
Rural,2019,July,138.4,164,138.4,143.9,124.4,146.4,150.1,130.6,110.8,141.7,138.5,156.7,143,164.5,151.6,146.6,150.9,NA,146.8,150,152.2,131.2,147.5,159.1,136.1,144.2,144.9
Rural,2019,August,139.2,161.9,137.1,144.6,124.7,145.5,156.2,131.5,111.7,142.7,138.5,156.9,144,165.1,151.8,146.6,151.1,NA,146.4,150.2,152.7,131.4,148,159.7,138.8,144.9,145.7
Rural,2019,September,140.1,161.9,138.3,145.7,125.1,143.8,163.4,132.2,112.8,144.2,138.5,157.2,145.5,165.7,151.7,146.6,151,NA,146.9,150.3,153.4,131.6,148.3,160.2,140.2,145.4,146.7
Rural,2019,October,141,161.6,141.2,146.5,125.6,145.7,178.8,133.1,113.6,145.5,138.6,157.4,148.3,166.3,151.7,146.7,151,NA,147.7,150.6,153.7,131.7,148.7,160.7,140.3,145.7,148.3
Rural,2019,November,141.8,163.7,143.8,147.1,126,146.2,191.4,136.2,113.8,147.3,138.7,157.7,150.9,167.2,152.3,147,151.5,NA,148.4,150.9,154.3,132.1,149.1,160.8,140.6,146.1,149.9
Rural,2019,December,142.8,165.3,149.5,148.7,127.5,144.3,209.5,138.8,113.6,149.1,139.3,158.3,154.3,167.8,152.6,147.3,151.9,NA,149.9,151.2,154.8,135,149.5,161.1,140.6,147.1,152.3
Rural,2020,January,143.7,167.3,153.5,150.5,132,142.2,191.5,141.1,113.8,151.6,139.7,158.7,153,168.6,152.8,147.4,152.1,NA,150.4,151.7,155.7,136.3,150.1,161.7,142.5,148.1,151.9
Rural,2020,February,144.2,167.5,150.9,150.9,133.7,140.7,165.1,141.8,113.1,152.8,140.1,159.2,149.8,169.4,153,147.5,152.3,NA,152.3,151.8,156.2,136,150.4,161.9,143.4,148.4,150.4
Rural,2020,March,144.4,166.8,147.6,151.7,133.3,141.8,152.3,141.8,112.6,154,140.1,160,148.2,170.5,153.4,147.6,152.5,NA,153.4,151.5,156.7,135.8,151.2,161.2,145.1,148.6,149.8
Rural,2020,April,147.2,NA,146.9,155.6,137.1,147.3,162.7,150.2,119.8,158.7,139.2,NA,150.1,NA,NA,NA,NA,NA,148.4,NA,154.3,NA,NA,NA,NA,NA,NA
Rural,2020,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rural,2020,June,148.2,190.3,149.4,153.3,138.2,143.2,148.9,150.3,113.2,159.8,142.1,161.8,152.3,182.4,154.7,150,154.1,NA,144.9,151.7,158.2,141.4,153.2,161.8,151.2,151.7,152.7
Rural,2020,July,148.2,190.3,149.4,153.3,138.2,143.2,148.9,150.3,113.2,159.8,142.1,161.8,152.3,182.4,154.7,150,154.1,NA,144.9,151.7,158.2,141.4,153.2,161.8,151.2,151.7,152.7
Rural,2020,August,147.6,187.2,148.4,153.3,139.8,146.9,171,149.9,114.2,160,143.5,161.5,155.3,180.9,155.1,149.3,154.3,NA,145.8,151.9,158.8,143.6,152.2,162.7,153.6,153,154.7
Rural,2020,September,146.9,183.9,149.5,153.4,140.4,147,178.8,149.3,115.1,160,145.4,161.6,156.1,182.9,155.4,149.9,154.6,NA,146.4,151.6,159.1,144.6,152.8,161.1,157.4,153.7,155.4
Rural,2020,October,146,186.3,159.2,153.6,142.6,147.2,200.6,150.3,115.3,160.9,147.4,161.9,159.6,182.7,155.7,150.6,155,NA,146.8,152,159.5,146.4,152.4,162.5,156.2,154.3,157.5
Rural,2020,November,145.4,188.6,171.6,153.8,145.4,146.5,222.2,155.9,114.9,162,150,162.7,163.4,183.4,156.3,151,155.5,NA,147.5,152.8,160.4,146.1,153.6,161.6,156.2,154.5,159.8
Rural,2020,December,144.6,188.5,173.4,154,150,145.9,225.2,159.5,114.4,163.5,153.4,163.6,164.5,183.6,157,151.6,156.3,NA,148.7,153.4,161.6,146.4,153.9,162.9,156.6,155.2,160.7
Rural,2021,January,143.4,187.5,173.4,154,154.8,147,187.8,159.5,113.8,164.5,156.1,164.3,159.6,184.6,157.5,152.4,156.8,NA,150.9,153.9,162.5,147.5,155.1,163.5,156.2,155.9,158.5
Rural,2021,February,142.8,184,168,154.4,163,147.8,149.7,158.3,111.8,165,160,165.8,154.7,186.5,159.1,153.9,158.4,NA,154.4,154.8,164.3,150.2,157,163.6,155.2,157.2,156.7
Rural,2021,March,142.5,189.4,163.2,154.5,168.2,150.5,141,159.2,111.7,164,160.6,166.4,154.5,186.1,159.6,154.4,158.9,,156,154.8,164.6,151.3,157.8,163.8,153.1,157.3,156.7
Rural,2021,April,142.7,195.5,163.4,155,175.2,160.6,135.1,161.1,112.2,164.4,161.9,166.8,155.6,186.8,160.7,155.1,159.9,,156,155.5,165.3,151.7,158.6,164.1,154.6,158,157.6
Rural,2021,May,145.1,198.5,168.6,155.8,184.4,162.3,138.4,165.1,114.3,169.7,164.6,169.8,158.7,189.6,165.3,160.6,164.5,NA,161.7,158.8,169.1,153.2,160,167.6,159.3,161.1,161.1
Rural,2021,June,145.6,200.1,179.3,156.1,190.4,158.6,144.7,165.5,114.6,170,165.5,171.7,160.5,189.1,165.3,159.9,164.6,NA,162.1,159.2,169.7,154.2,160.4,166.8,159.4,161.5,162.1
Rural,2021,July,145.1,204.5,180.4,157.1,188.7,157.7,152.8,163.6,113.9,169.7,166.2,171,161.7,189.7,166,161.1,165.3,NA,162.5,160.3,170.4,157.1,160.7,167.2,160.4,162.8,163.2
Rural,2021,August,144.9,202.3,176.5,157.5,190.9,155.7,153.9,162.8,115.2,169.8,167.6,171.9,161.8,190.2,167,162.6,166.3,NA,163.1,160.9,171.1,157.7,161.1,167.5,160.3,163.3,163.6
Rural,2021,September,145.4,202.1,172,158,195.5,152.7,151.4,163.9,119.3,170.1,168.3,172.8,162.1,190.5,167.7,163.6,167.1,NA,163.7,161.3,171.9,157.8,162.7,168.5,160.2,163.8,164
Rural,2021,October,146.1,202.5,170.1,158.4,198.8,152.6,170.4,165.2,121.6,170.6,168.8,173.6,165.5,191.2,168.9,164.8,168.3,NA,165.5,162,172.5,159.5,163.2,169,161.1,164.7,166.3
Rural,2021,November,146.9,199.8,171.5,159.1,198.4,153.2,183.9,165.4,122.1,170.8,169.1,174.3,167.5,191.4,170.4,166,169.8,NA,165.3,162.9,173.4,158.9,163.8,169.3,162.4,165.2,167.6
Rural,2021,December,147.4,197,176.5,159.8,195.8,152,172.3,164.5,120.6,171.7,169.7,175.1,165.8,190.8,171.8,167.3,171.2,NA,165.6,163.9,174,160.1,164.5,169.7,162.8,166,167
Rural,2022,January,148.3,196.9,178,160.5,192.6,151.2,159.2,164,119.3,173.3,169.8,175.8,164.1,190.7,173.2,169.3,172.7,NA,165.8,164.9,174.7,160.8,164.9,169.9,163.2,166.6,166.4
Rural,2022,February,148.8,198.1,175.5,160.7,192.6,151.4,155.2,163.9,118.1,175.4,170.5,176.3,163.9,191.5,174.1,171,173.7,NA,167.4,165.7,175.3,161.2,165.5,170.3,164.5,167.3,166.7
Rural,2022,March,150.2,208,167.9,162,203.1,155.9,155.8,164.2,118.1,178.7,171.2,177.4,166.6,192.3,175.4,173.2,175.1,NA,168.9,166.5,176,162,166.6,170.6,167.4,168.3,168.7
Rural,2022,April,151.8,209.7,164.5,163.8,207.4,169.7,153.6,165.1,118.2,182.9,172.4,178.9,168.6,192.8,177.5,175.1,177.1,NA,173.3,167.7,177,166.2,167.2,170.9,169,170.2,170.8
Rural,2022,May,152.9,214.7,161.4,164.6,209.9,168,160.4,165,118.9,186.6,173.2,180.4,170.8,192.9,179.3,177.2,179,NA,175.3,168.9,177.7,167.1,167.6,171.8,168.5,170.9,172.5
Rural,2022,June,153.8,217.2,169.6,165.4,208.1,165.8,167.3,164.6,119.1,188.9,174.2,181.9,172.4,192.9,180.7,178.7,180.4,NA,176.7,170.3,178.2,165.5,168,172.6,169.5,171,173.6
Rural,2022,July,155.2,210.8,174.3,166.3,202.2,169.6,168.6,164.4,119.2,191.8,174.5,183.1,172.5,193.2,182,180.3,181.7,NA,179.6,171.3,178.8,166.3,168.6,174.7,169.7,171.8,174.3
Rural,2022,August,159.5,204.1,168.3,167.9,198.1,169.2,173.1,167.1,120.2,195.6,174.8,184,173.9,193.7,183.2,181.7,183,NA,179.1,172.3,179.4,166.6,169.3,175.7,171.1,172.6,175.3
Rural,2022,September,162.9,206.7,169,169.5,194.1,164.1,176.9,169,120.8,199.1,175.4,184.8,175.5,194.5,184.7,183.3,184.5,NA,179.7,173.6,180.2,166.9,170,176.2,170.8,173.1,176.4
Rural,2022,October,164.7,208.8,170.3,170.9,191.6,162.2,184.8,169.7,121.1,201.6,175.8,185.6,177.4,194.9,186.1,184.4,185.9,NA,180.8,174.4,181.2,167.4,170.6,176.5,172,173.9,177.9
Rural,2022,November,166.9,207.2,180.2,172.3,194,159.1,171.6,170.2,121.5,204.8,176.4,186.9,176.6,195.5,187.2,185.2,186.9,NA,181.9,175.5,182.3,167.5,170.8,176.9,173.4,174.6,177.8
